journal_abbr,lastname,firstname,title,position,affiliation,role,website,retrieved_on,Richter,Benita,Unnamed: 2,Chefredakteurin,Bundesvereinigung Lebenshilfe e. V.,Redaktion,Es wurden keine Informationen über den Herausgeber, die Redaktion/Schriftleitung und den Beirat der Zeitschrift 'Bundesbaublatt' gefunden. Hier sind die CSV-Header:,Bayer,Walter,Prof. Dr.,Herausgeber,Friedrich-Schiller-Universität Jena,Herausgeber.1
EuZW,Karpenstein,Ulrich,Rechtsanwalt Dr.,,Berlin,Herausgeber,https://rsw.beck.de/zeitschriften/euzw/aktuelles-heft,2024-01-06,,,,,,,,,,,,,,
EuZW,Kellerbauer,Manuel,Dr.,,"Europäische Kommission, Brüssel",Herausgeber,https://rsw.beck.de/zeitschriften/euzw/aktuelles-heft,2024-01-06,,,,,,,,,,,,,,
EuZW,Laitenberger,Johannes,,Richter am EuG,Luxemburg,Herausgeber,https://rsw.beck.de/zeitschriften/euzw/aktuelles-heft,2024-01-06,,,,,,,,,,,,,,
EuZW,Langenbucher,Katja,Prof. Dr.,,Frankfurt a. M.,Herausgeber,https://rsw.beck.de/zeitschriften/euzw/aktuelles-heft,2024-01-06,,,,,,,,,,,,,,
EuZW,Malferrari,Luigi,Dr.,,"Europäische Kommission, Brüssel",Herausgeber,https://rsw.beck.de/zeitschriften/euzw/aktuelles-heft,2024-01-06,,,,,,,,,,,,,,
EuZW,Pernice,Ingolf,Prof. Dr. Dr. h. c.,,Berlin,Herausgeber,https://rsw.beck.de/zeitschriften/euzw/aktuelles-heft,2024-01-06,,,,,,,,,,,,,,
EuZW,Schneider,Uwe H.,Prof. Dr. Dr. h. c.,,Darmstadt/Mainz,Herausgeber,https://rsw.beck.de/zeitschriften/euzw/aktuelles-heft,2024-01-06,,,,,,,,,,,,,,
EuZW,Schnichels,Dominik,Dr.,,"Europäische Kommission, Brüssel",Herausgeber,https://rsw.beck.de/zeitschriften/euzw/aktuelles-heft,2024-01-06,,,,,,,,,,,,,,
EuZW,Soltész,Ulrich,Rechtsanwalt Dr.,,Brüssel,Herausgeber,https://rsw.beck.de/zeitschriften/euzw/aktuelles-heft,2024-01-06,,,,,,,,,,,,,,
EuZW,Stoffel,Walter A.,Prof. Dr.,,Fribourg,Herausgeber,https://rsw.beck.de/zeitschriften/euzw/aktuelles-heft,2024-01-06,,,,,,,,,,,,,,
EuZW,Wernicke,Stephan,Prof. Dr.,DIHK | Deutsche Industrie- und Handelskammer,Berlin,Herausgeber,https://rsw.beck.de/zeitschriften/euzw/aktuelles-heft,2024-01-06,,,,,,,,,,,,,,
EuZW,Wollenschläger,Ferdinand,Prof. Dr.,,Augsburg,Herausgeber,https://rsw.beck.de/zeitschriften/euzw/aktuelles-heft,2024-01-06,,,,,,,,,,,,,,
EuZW,von Buttlar,Julia,Dr.,BaFin,Frankfurt a. M.,Beirat,https://rsw.beck.de/zeitschriften/euzw/aktuelles-heft,2024-01-06,,,,,,,,,,,,,,
EuZW,Ceyssens,Jan,,Europäische Kommission,Brüssel,Beirat,https://rsw.beck.de/zeitschriften/euzw/aktuelles-heft,2024-01-06,,,,,,,,,,,,,,
EuZW,Cordewener,Axel,Rechtsanwalt Prof. Dr.,,Bonn/Leuven,Beirat,https://rsw.beck.de/zeitschriften/euzw/aktuelles-heft,2024-01-06,,,,,,,,,,,,,,
EuZW,Dietze,Jan,Rechtsanwalt,,Hamburg,Beirat,https://rsw.beck.de/zeitschriften/euzw/aktuelles-heft,2024-01-06,,,,,,,,,,,,,,
EuZW,Forsthoff,Ulrich,Dr.,Rechtsreferent im Kabinett des Präsidenten des EuG,Luxemburg,Beirat,https://rsw.beck.de/zeitschriften/euzw/aktuelles-heft,2024-01-06,,,,,,,,,,,,,,
EuZW,Klamert,Marcus,Prof. Dr.,,Wien/Graz,Beirat,https://rsw.beck.de/zeitschriften/euzw/aktuelles-heft,2024-01-06,,,,,,,,,,,,,,
EuZW,Kumpan,Christoph,Prof. Dr.,,Hamburg,Beirat,https://rsw.beck.de/zeitschriften/euzw/aktuelles-heft,2024-01-06,,,,,,,,,,,,,,
EuZW,Loacker,Leander D.,Prof. Dr.,,Zürich,Beirat,https://rsw.beck.de/zeitschriften/euzw/aktuelles-heft,2024-01-06,,,,,,,,,,,,,,
EuZW,Philipp,Otmar,Dr.,,Straßburg,Beirat,https://rsw.beck.de/zeitschriften/euzw/aktuelles-heft,2024-01-06,,,,,,,,,,,,,,
EuZW,Priebe,Reinhard,Dr.,,Brüssel,Beirat,https://rsw.beck.de/zeitschriften/euzw/aktuelles-heft,2024-01-06,,,,,,,,,,,,,,
EuZW,Scharf,Tibor,,Europäische Kommission,Brüssel,Beirat,https://rsw.beck.de/zeitschriften/euzw/aktuelles-heft,2024-01-06,,,,,,,,,,,,,,
EuZW,Schmidt,Jessica,Prof. Dr.,,Bayreuth,Beirat,https://rsw.beck.de/zeitschriften/euzw/aktuelles-heft,2024-01-06,,,,,,,,,,,,,,
EuZW,Seitz,Claudia,Prof. Dr.,,Gent,Beirat,https://rsw.beck.de/zeitschriften/euzw/aktuelles-heft,2024-01-06,,,,,,,,,,,,,,
EuZW,Sobotta,Christoph,Dr.,Rechtsreferent am EuGH,Luxemburg,Beirat,https://rsw.beck.de/zeitschriften/euzw/aktuelles-heft,2024-01-06,,,,,,,,,,,,,,
EuZW,Döge,Melanie,Rechtsanwältin Dr.,,Frankfurt a. M.,Schriftleitung,https://rsw.beck.de/zeitschriften/euzw/aktuelles-heft,2024-01-06,,,,,,,,,,,,,,
EWS,Wolfer,Maria,,Redakteurin,,Redaktion,https://de.wikipedia.org/wiki/Europ%C3%A4isches_Wirtschafts-_und_Steuerrecht,2024-01-06,,,,,,,,,,,,,,
EuR,Brinker,Ingo,Dr.,Rechtsanwalt,"München, Deutschland",Herausgeber,https://www.nomos.de/zeitschriften/eur/,2024-01-06,,,,,,,,,,,,,,
EuR,Claasen,Claus Dieter,Prof. Dr.,,"Universität Greifswald, Deutschland",Herausgeber,https://www.nomos.de/zeitschriften/eur/,2024-01-06,,,,,,,,,,,,,,
EuR,Ehlermann,Claus-Dieter,Prof. Dr. Dr. h.c.,"ehem. Generaldirektor der EU-Kommission, Rechtsanwalt,","Brüssel, Belgien",Herausgeber,https://www.nomos.de/zeitschriften/eur/,2024-01-06,,,,,,,,,,,,,,
EuR,Hatje,Armin,Prof. Dr.,,"Universität Hamburg, Deutschland",Herausgeber,https://www.nomos.de/zeitschriften/eur/,2024-01-06,,,,,,,,,,,,,,
EuR,Hilf,Meinhard,Prof. Dr.,,"Bucerius Law School, Hamburg, Deutschland",Herausgeber,https://www.nomos.de/zeitschriften/eur/,2024-01-06,,,,,,,,,,,,,,
EuR,Lenaerts,Koen,Prof. Dr.,Präsident des Gerichtshofs der Europäischen Union,,Herausgeber,https://www.nomos.de/zeitschriften/eur/,2024-01-06,,,,,,,,,,,,,,
EuR,Müller-Graff,Peter-Christian,Prof. Dr. Dr. h.c.,,"Universität Heidelberg, Deutschland",Herausgeber,https://www.nomos.de/zeitschriften/eur/,2024-01-06,,,,,,,,,,,,,,
EuR,Ruffert,Matthias,Prof. Dr.,,"Humboldt-Universität zu Berlin, Deutschland",Herausgeber,https://www.nomos.de/zeitschriften/eur/,2024-01-06,,,,,,,,,,,,,,
EuR,Schwarze,Jürgen,Prof. Dr.,,"Universität Freiburg, Deutschland",Herausgeber,https://www.nomos.de/zeitschriften/eur/,2024-01-06,,,,,,,,,,,,,,
EuR,Skouris,Vassilios,Prof. Dr. Dr. h.c.,ehem. Präsident des Gerichtshofs der Europäischen Union,Luxemburg,Herausgeber,https://www.nomos.de/zeitschriften/eur/,2024-01-06,,,,,,,,,,,,,,
EuR,Wölker,Ulrich,Prof. Dr.,Juristischer Dienst der EU-Kommission,"Brüssel, Belgien",Herausgeber,https://www.nomos.de/zeitschriften/eur/,2024-01-06,,,,,,,,,,,,,,
EuR,Hatje,Armin,Prof. Dr.,,Universität Hamburg,Redaktion,https://www.nomos.de/zeitschriften/eur/,2024-01-06,,,,,,,,,,,,,,
EuR,Brinker,Ingo,Dr.,Rechtsanwalt,"München, Deutschland",Redaktion,https://www.nomos.de/zeitschriften/eur/,2024-01-06,,,,,,,,,,,,,,
EuR,Terhechte,Jörg-Philipp,Prof. Dr.,,Abteilung Europarecht,,https://www.nomos.de/zeitschriften/eur/,2024-01-06,,,,,,,,,,,,,,
ECFR,Conac,Pierre-Henri,,Editor-in-Chief,European Company and Financial Law Review,Herausgeber,https://www.degruyter.com/journal/key/ecfr/html?lang=de,2024-01-06,,,,,,,,,,,,,,
ECFR,Teichmann,Christoph,,Editor-in-Chief,European Company and Financial Law Review,Herausgeber,https://www.degruyter.com/journal/key/ecfr/html?lang=de,2024-01-06,,,,,,,,,,,,,,
ECFR,Bulten,Claartje D.J.,,Managing Editor,European Company and Financial Law Review,Redaktion,https://www.degruyter.com/journal/key/ecfr/html?lang=de,2024-01-06,,,,,,,,,,,,,,
ECFR,Fleischer,Holger,,Managing Editor,European Company and Financial Law Review,Redaktion,https://www.degruyter.com/journal/key/ecfr/html?lang=de,2024-01-06,,,,,,,,,,,,,,
ECFR,Hansen,Jesper Lau,,Managing Editor,European Company and Financial Law Review,Redaktion,https://www.degruyter.com/journal/key/ecfr/html?lang=de,2024-01-06,,,,,,,,,,,,,,
ECFR,Merkt,Hanno,,Managing Editor,European Company and Financial Law Review,Redaktion,https://www.degruyter.com/journal/key/ecfr/html?lang=de,2024-01-06,,,,,,,,,,,,,,
ECFR,Castells,Andres Recalde,,Managing Editor,European Company and Financial Law Review,Redaktion,https://www.degruyter.com/journal/key/ecfr/html?lang=de,2024-01-06,,,,,,,,,,,,,,
ECFR,Schuster,Edmund,,Managing Editor,European Company and Financial Law Review,Redaktion,https://www.degruyter.com/journal/key/ecfr/html?lang=de,2024-01-06,,,,,,,,,,,,,,
ECFR,Ventoruzzo,Marco,,Managing Editor,European Company and Financial Law Review,Redaktion,https://www.degruyter.com/journal/key/ecfr/html?lang=de,2024-01-06,,,,,,,,,,,,,,
ECFR,Wyckaert,Marieke,,Managing Editor,European Company and Financial Law Review,Redaktion,https://www.degruyter.com/journal/key/ecfr/html?lang=de,2024-01-06,,,,,,,,,,,,,,
ECLR,Elholm,Thomas,Prof. Dr.,,"University of Copenhagen, Dänemark",Herausgeber,https://www.nomos.de/zeitschriften/euclr/,2024-01-06,,,,,,,,,,,,,,
ECLR,Foffani,Luigi,Prof. Dr.,,"Universität Modena und Reggio Emilia, Italien",Herausgeber,https://www.nomos.de/zeitschriften/euclr/,2024-01-06,,,,,,,,,,,,,,
ECLR,Kaiafa-Gbandi,Maria,Prof. Dr.,,"Aristoteles Universität Thessaloniki, Griechenland",Herausgeber,https://www.nomos.de/zeitschriften/euclr/,2024-01-06,,,,,,,,,,,,,,
ECLR,Satzger,Helmut,Prof. Dr.,editor in chief / ViSdP,"Ludwig-Maximilians-Universität München, Deutschland",Herausgeber,https://www.nomos.de/zeitschriften/euclr/,2024-01-06,,,,,,,,,,,,,,
ECLR,Zerbes,Ingeborg,Prof. Dr.,,"Universität Bremen, Deutschland",Herausgeber,https://www.nomos.de/zeitschriften/euclr/,2024-01-06,,,,,,,,,,,,,,
ECLR,Asp,Petter,,,Sweden,Beirat,https://www.nomos.de/zeitschriften/euclr/,2024-01-06,,,,,,,,,,,,,,
ECLR,Bitzilekis,Nikolaos,,,Greece,Beirat,https://www.nomos.de/zeitschriften/euclr/,2024-01-06,,,,,,,,,,,,,,
ECLR,Bogdan,Sergiu,,,Romania,Beirat,https://www.nomos.de/zeitschriften/euclr/,2024-01-06,,,,,,,,,,,,,,
ECLR,Caeiro,Pedro,,,Portugal,Beirat,https://www.nomos.de/zeitschriften/euclr/,2024-01-06,,,,,,,,,,,,,,
ECLR,Frände,Dan,,,Finland,Beirat,https://www.nomos.de/zeitschriften/euclr/,2024-01-06,,,,,,,,,,,,,,
ECLR,Fuchs,Helmut,,,Austria,Beirat,https://www.nomos.de/zeitschriften/euclr/,2024-01-06,,,,,,,,,,,,,,
ECLR,Giannakoula,Athina,,,Greece,Beirat,https://www.nomos.de/zeitschriften/euclr/,2024-01-06,,,,,,,,,,,,,,
ECLR,Helenius,Dan,,,Finland,Beirat,https://www.nomos.de/zeitschriften/euclr/,2024-01-06,,,,,,,,,,,,,,
ECLR,Leblois-Happe,Jocelyne,,,France,Beirat,https://www.nomos.de/zeitschriften/euclr/,2024-01-06,,,,,,,,,,,,,,
ECLR,Neumann,Laura,,,Germany,Beirat,https://www.nomos.de/zeitschriften/euclr/,2024-01-06,,,,,,,,,,,,,,
ECLR,Nieto-Martín,Adán,,,Spain,Beirat,https://www.nomos.de/zeitschriften/euclr/,2024-01-06,,,,,,,,,,,,,,
ECLR,Steinborn,Slavomir,,,Poland,Beirat,https://www.nomos.de/zeitschriften/euclr/,2024-01-06,,,,,,,,,,,,,,
ECLR,Suominen,Annika,,,Sweden,Beirat,https://www.nomos.de/zeitschriften/euclr/,2024-01-06,,,,,,,,,,,,,,
ECLR,Symeonidou-Kastanidou,Elisabeth,,,Greece,Beirat,https://www.nomos.de/zeitschriften/euclr/,2024-01-06,,,,,,,,,,,,,,
ECLR,Viganò,Francesco,,,Italy,Beirat,https://www.nomos.de/zeitschriften/euclr/,2024-01-06,,,,,,,,,,,,,,
ECLR,Zimmermann,Frank,,,Germany,Beirat,https://www.nomos.de/zeitschriften/euclr/,2024-01-06,,,,,,,,,,,,,,
ECLR,Satzger,Helmut,Prof. Dr.,V.i.S.d.P.,LMU München,Schriftleitung,https://www.nomos.de/zeitschriften/euclr/,2024-01-06,,,,,,,,,,,,,,
EDPL,Sloot,Bart,van der,,,Herausgeber,https://planit.legal/rezension-european-data-protection-law-review/,2024-01-06,,,,,,,,,,,,,,
ERCL,Grundmann,Stefan,Prof. Dr. Dr. LL.M.,,,Herausgeber,https://www.juris.de/jportal/nav/produkte/werk/european-review-of-contract-law-(ercl).jsp,2024-01-06,,,,,,,,,,,,,,
EU-UStB,Dötsch,Franz,Prof. Dr.,,juris PraxisReport Steuerrecht,Herausgeber,https://www.juris.de/jportal/nav/produkte/juris-umsatzsteuerrecht.jsp,2024-01-06,,,,,,,,,,,,,,
EU-UStB,Fischer,Peter,Prof. Dr.,,juris PraxisReport Steuerrecht,Herausgeber,https://www.juris.de/jportal/nav/produkte/juris-umsatzsteuerrecht.jsp,2024-01-06,,,,,,,,,,,,,,
EU-UStB,Huschens,Ferdinand,,,360° MwStSystRL eKommentar,Herausgeber,https://www.juris.de/jportal/nav/produkte/juris-umsatzsteuerrecht.jsp,2024-01-06,,,,,,,,,,,,,,
EU-UStB,Langer,Michael,,,360° MwStSystRL eKommentar,Herausgeber,https://www.juris.de/jportal/nav/produkte/juris-umsatzsteuerrecht.jsp,2024-01-06,,,,,,,,,,,,,,
FAR,Mennemeyer,Siegfried,Dr.,,Fachanwalt Arbeitsrecht,Beirat,https://www.degruyter.com/journal/key/fa/20/1/html?lang=de,2024-01-06,,,,,,,,,,,,,,
FuR,Gauch,Peter,,Herausgeber,Universität Freiburg,Herausgeber,https://www.abebooks.co.uk/Familie-Recht-Festausgabe-Rechtswissenschaftlichen-Fakult%C3%A4t-Universit%C3%A4t/17912274305/bd,2024-01-06,,,,,,,,,,,,,,
FuR,Schmid,Jörg,,Herausgeber,Universität Freiburg,Herausgeber,https://www.abebooks.co.uk/Familie-Recht-Festausgabe-Rechtswissenschaftlichen-Fakult%C3%A4t-Universit%C3%A4t/17912274305/bd,2024-01-06,,,,,,,,,,,,,,
FuR,Steinauer,Paul H,,Herausgeber,Universität Freiburg,Herausgeber,https://www.abebooks.co.uk/Familie-Recht-Festausgabe-Rechtswissenschaftlichen-Fakult%C3%A4t-Universit%C3%A4t/17912274305/bd,2024-01-06,,,,,,,,,,,,,,
FuR,Tercier,Pierre,,Herausgeber,Universität Freiburg,Herausgeber,https://www.abebooks.co.uk/Familie-Recht-Festausgabe-Rechtswissenschaftlichen-Fakult%C3%A4t-Universit%C3%A4t/17912274305/bd,2024-01-06,,,,,,,,,,,,,,
FamFR,Künkel,Bernd,,Richter am Oberlandesgericht a. D.,,Herausgeber,https://www.juris.de/jportal/nav/produkte/werk/handbuch-familien-und-familienverfahrensrecht.jsp,2024-01-06,,,,,,,,,,,,,,
FamFR,Rahm,Walter,,, ,Herausgeber,https://www.juris.de/jportal/nav/produkte/werk/handbuch-familien-und-familienverfahrensrecht.jsp,2024-01-06,,,,,,,,,,,,,,
FLF,Conen,Claudia,Dr.,,Berlin,Beirat,https://www.kreditwesen.de/service/zeitschriften/flf.html,2024-01-06,,,,,,,,,,,,,,
FLF,Hartmann-Wendels,Thomas,Prof. Dr.,,Köln,Beirat,https://www.kreditwesen.de/service/zeitschriften/flf.html,2024-01-06,,,,,,,,,,,,,,
FLF,Moseschus,Alexander M.,Dr.,,Berlin,Beirat,https://www.kreditwesen.de/service/zeitschriften/flf.html,2024-01-06,,,,,,,,,,,,,,
FLF,Prüfer,Michael,,,Berlin,Beirat,https://www.kreditwesen.de/service/zeitschriften/flf.html,2024-01-06,,,,,,,,,,,,,,
FLF,Starck,Martin,Dr.,,Stuttgart,Beirat,https://www.kreditwesen.de/service/zeitschriften/flf.html,2024-01-06,,,,,,,,,,,,,,
FLF,Stenner,Frank,Prof. Dr.,,Pullach,Beirat,https://www.kreditwesen.de/service/zeitschriften/flf.html,2024-01-06,,,,,,,,,,,,,,
FLF,Loa,Jens,,,Berlin,Beirat,https://www.kreditwesen.de/service/zeitschriften/flf.html,2024-01-06,,,,,,,,,,,,,,
FLF,,Bankenfachverband e.V.,,,Berlin,Herausgeber,https://www.kreditwesen.de/service/zeitschriften/flf.html,2024-01-06,,,,,,,,,,,,,,
FLF,,Bundesverband Deutscher Leasing-Unternehmen e.V.,,,Berlin,Herausgeber,https://www.kreditwesen.de/service/zeitschriften/flf.html,2024-01-06,,,,,,,,,,,,,,
FLF,,Deutscher Factoring-Verband e.V.,,,Berlin,Herausgeber,https://www.kreditwesen.de/service/zeitschriften/flf.html,2024-01-06,,,,,,,,,,,,,,
FoVo,Jungbauer,Sabine,,,Forderung & Vollstreckung,Redaktion,https://www.yumpu.com/de/document/view/22446392/forderung-vollstreckung-deutscher-anwaltverlag,2024-01-06,,,,,,,,,,,,,,
FoVo,Goebel,Frank-Michael,,Vollstreckungsrecht,Forderung & Vollstreckung,Redaktion,https://www.yumpu.com/de/document/view/22446392/forderung-vollstreckung-deutscher-anwaltverlag,2024-01-06,,,,,,,,,,,,,,
FMP,Goebel,Frank-Michael,Vorsitzender Richter,"Vorsitzender des Kostenrechtssenates, OLG Koblenz",Forderungsmanagement professionell,Herausgeber,https://www.inkassoakademie.de/de/sachkunde/skl/details/sachkunde-update-2024.html,2024-01-06,,,,,,,,,,,,,,
FMP,Goebel,Frank-Michael,Vorsitzender Richter,"Vorsitzender des Kostenrechtssenates, OLG Koblenz",Forderungsmanagement professionell,Schriftleitung,https://www.inkassoakademie.de/de/sachkunde/skl/details/sachkunde-update-2024.html,2024-01-06,,,,,,,,,,,,,,
FMP,Theis,Franz-Josef,Leitender Regierungsdirektor,"Geschäftsbereichsleiter Personal, Organisation, Recht und IT, Landesbetrieb Mobilität Rheinland-Pfalz",Forderungsmanagement professionell,Redaktion,https://www.inkassoakademie.de/de/sachkunde/skl/details/sachkunde-update-2024.html,2024-01-06,,,,,,,,,,,,,,
Forderungs-Praktiker,Blatz,Jürgen,,Chefredakteur,ForderungsPraktiker,Redaktion,https://www.fch-gruppe.de/ForderungsPraktiker,2024-01-06,,,,,,,,,,,,,,
Forderungs-Praktiker,Viereck,Kristin,,stellvertretende Chefredakteurin,ForderungsPraktiker,Redaktion,https://www.fch-gruppe.de/ForderungsPraktiker,2024-01-06,,,,,,,,,,,,,,
Forderungs-Praktiker,Günther,Frank,,,ForderungsPraktiker,Redaktion,https://www.fch-gruppe.de/ForderungsPraktiker,2024-01-06,,,,,,,,,,,,,,
Forderungs-Praktiker,Martinek,Christoph,,,ForderungsPraktiker,Redaktion,https://www.fch-gruppe.de/ForderungsPraktiker,2024-01-06,,,,,,,,,,,,,,
Forderungs-Praktiker,Geiersbach,Karsten,Dr.,Bereichsleitung Interne Revision,Kasseler Sparkasse,Herausgeber,https://www.fch-gruppe.de/ForderungsPraktiker,2024-01-06,,,,,,,,,,,,,,
FF,Becker,Eva,RAin,,,Herausgeber,https://forum-familienrecht.de/de/archiv/06-2020?file=files/media/forum-familienrecht/downloads/2020/FF_06_2020.pdf,2024-01-06,,,,,,,,,,,,,,
FF,Balomatis,Argiris,RA,,,Herausgeber,https://forum-familienrecht.de/de/archiv/06-2020?file=files/media/forum-familienrecht/downloads/2020/FF_06_2020.pdf,2024-01-06,,,,,,,,,,,,,,
FF,Grabow,Christian,RA Dr.,,,Herausgeber,https://forum-familienrecht.de/de/archiv/06-2020?file=files/media/forum-familienrecht/downloads/2020/FF_06_2020.pdf,2024-01-06,,,,,,,,,,,,,,
FF,Krebs,Undine,RAin Dr.,,,Herausgeber,https://forum-familienrecht.de/de/archiv/06-2020?file=files/media/forum-familienrecht/downloads/2020/FF_06_2020.pdf,2024-01-06,,,,,,,,,,,,,,
FF,Saathoff,Inge,RAin,,,Herausgeber,https://forum-familienrecht.de/de/archiv/06-2020?file=files/media/forum-familienrecht/downloads/2020/FF_06_2020.pdf,2024-01-06,,,,,,,,,,,,,,
FF,Schausten,Jochem,RA,,,Herausgeber,https://forum-familienrecht.de/de/archiv/06-2020?file=files/media/forum-familienrecht/downloads/2020/FF_06_2020.pdf,2024-01-06,,,,,,,,,,,,,,
FF,Uecker,Gerd,RA,,,Herausgeber,https://forum-familienrecht.de/de/archiv/06-2020?file=files/media/forum-familienrecht/downloads/2020/FF_06_2020.pdf,2024-01-06,,,,,,,,,,,,,,
FF,Zimmermann,Katrin,RAuNin,,,Herausgeber,https://forum-familienrecht.de/de/archiv/06-2020?file=files/media/forum-familienrecht/downloads/2020/FF_06_2020.pdf,2024-01-06,,,,,,,,,,,,,,
FF,Martin,Christine,RAin,,,Herausgeber,https://forum-familienrecht.de/de/archiv/06-2020?file=files/media/forum-familienrecht/downloads/2020/FF_06_2020.pdf,2024-01-06,,,,,,,,,,,,,,
FF,Schnitzler,Klaus,RA,,,Redaktion,https://forum-familienrecht.de/de/archiv/06-2020?file=files/media/forum-familienrecht/downloads/2020/FF_06_2020.pdf,2024-01-06,,,,,,,,,,,,,,
FF,Ey,Gabriele,VRinOLG,,,Redaktion,https://forum-familienrecht.de/de/archiv/06-2020?file=files/media/forum-familienrecht/downloads/2020/FF_06_2020.pdf,2024-01-06,,,,,,,,,,,,,,
FF,Britz,Gabriele,Prof. Dr.,Richterin des BVerfG,,Beirat,https://forum-familienrecht.de/de/archiv/06-2020?file=files/media/forum-familienrecht/downloads/2020/FF_06_2020.pdf,2024-01-06,,,,,,,,,,,,,,
FF,Dauner-Lieb,Barbara,Prof. Dr.,Universität zu Köln,,Beirat,https://forum-familienrecht.de/de/archiv/06-2020?file=files/media/forum-familienrecht/downloads/2020/FF_06_2020.pdf,2024-01-06,,,,,,,,,,,,,,
FF,Dutta,Anatol,"Prof. Dr., M. Jur. (Oxford)",Ludwig-Maximilians-Universität München,,Beirat,https://forum-familienrecht.de/de/archiv/06-2020?file=files/media/forum-familienrecht/downloads/2020/FF_06_2020.pdf,2024-01-06,,,,,,,,,,,,,,
FF,Finke,Fritz,,Vors. Richter am OLG Hamm a.D.,,Beirat,https://forum-familienrecht.de/de/archiv/06-2020?file=files/media/forum-familienrecht/downloads/2020/FF_06_2020.pdf,2024-01-06,,,,,,,,,,,,,,
FF,Götz,Isabell,Prof. Dr.,Vors. Richterin am OLG München,,Beirat,https://forum-familienrecht.de/de/archiv/06-2020?file=files/media/forum-familienrecht/downloads/2020/FF_06_2020.pdf,2024-01-06,,,,,,,,,,,,,,
FF,Grandel,Mathias,Dr.,Rechtsanwalt,,Beirat,https://forum-familienrecht.de/de/archiv/06-2020?file=files/media/forum-familienrecht/downloads/2020/FF_06_2020.pdf,2024-01-06,,,,,,,,,,,,,,
FF,Hohmann-Dennhardt,Christine,Dr.,Richterin des BVerfG a.D.,,Beirat,https://forum-familienrecht.de/de/archiv/06-2020?file=files/media/forum-familienrecht/downloads/2020/FF_06_2020.pdf,2024-01-06,,,,,,,,,,,,,,
FF,Schilling,Roger,,Richter am BGH,,Beirat,https://forum-familienrecht.de/de/archiv/06-2020?file=files/media/forum-familienrecht/downloads/2020/FF_06_2020.pdf,2024-01-06,,,,,,,,,,,,,,
FF,Weber-Monecke,Beatrix,,Richterin am BGH a.D.,,Beirat,https://forum-familienrecht.de/de/archiv/06-2020?file=files/media/forum-familienrecht/downloads/2020/FF_06_2020.pdf,2024-01-06,,,,,,,,,,,,,,
Forum Kriminalpräv.,Kahl,Wolfgang,,verantwortlich für den Inhalt,Stiftung Deutsches Forum für Kriminalprävention,Herausgeber,https://www.forum-kriminalpraevention.de/impressum.html,2024-01-06,,,,,,,,,,,,,,
Forum Kriminalpräv.,Kahl,Wolfgang,,verantwortlich für den Inhalt,Stiftung Deutsches Forum für Kriminalprävention,Redaktion,https://www.forum-kriminalpraevention.de/impressum.html,2024-01-06,,,,,,,,,,,,,,
FoR,Baer,Susanne,Prof.'in Dr. Dr. h.c.,Vorsitzende des Stiftungsbeirat,Richterin des Bundesverfassungsgerichts a.D.,Beirat,https://stiftung-forum-recht.de/stiftungsorgane/stiftungsbeirat/,2024-01-06,,,,,,,,,,,,,,
FoR,Bruhn,Matthias,Prof. Dr.,Stellvertretender Vorsitzender des Stiftungsbeirats,Hochschule für Gestaltung Karlsruhe,Beirat,https://stiftung-forum-recht.de/stiftungsorgane/stiftungsbeirat/,2024-01-06,,,,,,,,,,,,,,
FoR,Achour,Sabine,Prof.'in. Dr.,Mitglied des Stiftungsbeirats,Freie Universität Berlin,Beirat,https://stiftung-forum-recht.de/stiftungsorgane/stiftungsbeirat/,2024-01-06,,,,,,,,,,,,,,
FoR,Cancik,Pascale,Prof.'in Dr.,Mitglied des Stiftungsbeirats,Universität Osnabrück,Beirat,https://stiftung-forum-recht.de/stiftungsorgane/stiftungsbeirat/,2024-01-06,,,,,,,,,,,,,,
FS,Reimann,Tobias,,Geschäftsstelle,Hessisches Ministerium der Justiz,Herausgeber,https://forum-strafvollzug.de/impressum/,2024-01-06,,,,,,,,,,,,,,
FS,Kunze,Torsten,,Vorsitz,Generalstaatsanwaltschaft Frankfurt am Main,Redaktion,https://forum-strafvollzug.de/impressum/,2024-01-06,,,,,,,,,,,,,,
FS,Holzner,Peter,,Stellvertretender Vorsitz,Bayerisches Staatsministerium der Justiz,Redaktion,https://forum-strafvollzug.de/impressum/,2024-01-06,,,,,,,,,,,,,,
FS,Finckh,Martin,,Vorstand,Justizministerium Baden-Württemberg,Redaktion,https://forum-strafvollzug.de/impressum/,2024-01-06,,,,,,,,,,,,,,
FS,Goeckenjan,Jörn,,Vorstand,Sächsisches Staatsministerium der Justiz,Redaktion,https://forum-strafvollzug.de/impressum/,2024-01-06,,,,,,,,,,,,,,
FS,Ströttchen,Caroline,,Vorstand,Justizministerium Nordrhein-Westfalen,Redaktion,https://forum-strafvollzug.de/impressum/,2024-01-06,,,,,,,,,,,,,,
FS,Arloth,Frank,Prof. Dr.,Redaktionsleitung,"Ministerium für Justiz, Kultur und Europa des Landes Schleswig-Holstein",Schriftleitung,https://forum-strafvollzug.de/impressum/,2024-01-06,,,,,,,,,,,,,,
FS,Goerdeler,Jochen,,Geschäftsführender Redakteur,"Ministerium für Justiz, Kultur und Europa des Landes Schleswig-Holstein",Redaktion,https://forum-strafvollzug.de/impressum/,2024-01-06,,,,,,,,,,,,,,
